age,sex,origin,previous_grade,attendance,online_time,extracurricular,midterm_score,success
20,M,E,14.480911015405145,0.7050372272792206,8.280522107315242,0,16.241145014014155,1
22,F,B,17.64367614919002,0.8922433952145725,13.734202059725645,0,12.23679161748378,1
26,M,E,10.474024740209108,0.5745825891694877,16.766704172802015,1,4.952078820944195,1
22,F,B,19.31044827038818,0.5617137703774169,13.814508414280997,4,4.966112889760663,1
21,F,C,12.433782300437441,0.9307214699981805,9.500758023291008,3,9.352531964349893,1
27,F,D,15.06528094710264,0.8428043801637948,18.530927530922014,3,2.8609055991758225,1
20,M,B,10.67544488195446,0.5222422445505401,12.440021877301392,4,14.080400479518172,1
23,M,A,16.328202942411508,0.9245229495068552,10.23306035878587,4,9.648197006087146,1
21,M,D,13.947119660218823,0.9683766311569377,4.160272525868674,1,16.21311066752252,1
29,M,A,14.346680597577937,0.601179869106865,4.405933833035467,4,16.582158081512084,1
23,F,A,15.960276420545558,0.6721788114510227,16.50690813444365,3,16.59472883714367,1
21,F,D,11.767988704884893,0.8619766950616401,18.305440081506784,2,18.941248578728377,1
19,F,C,14.214453035293214,0.8755397091809887,3.164043102571057,4,2.3838360994997387,0
24,M,B,13.230184759775515,0.646366766284161,19.271417910735117,4,8.227293958106177,1
18,M,D,12.242091915456996,0.6283957081656065,12.990217545530584,1,12.059109154288857,0
22,F,B,11.23704400117383,0.5682753917749856,17.062461346547316,2,17.975191927167312,1
29,M,A,14.586528178983704,0.8188518652713828,14.977491655764506,2,8.780129125133938,1
21,M,C,12.040377360118438,0.6282583604979606,6.8547796199736055,0,11.32171911501257,1
28,F,B,19.018010220354647,0.6964839231510664,2.667508305706847,3,8.404745343942057,1
20,M,D,17.05902978549353,0.5113941946116219,3.1219552418660723,1,6.466598170833828,0
25,F,C,12.102797799016162,0.8757039969250114,12.414099845534853,0,10.76877086505962,1
19,M,B,13.703026835822733,0.6499166163203194,11.031178695523138,3,4.0680878101640765,0
25,M,A,10.071772317333515,0.8318007298444272,17.632242663754017,4,5.2349604089665025,0
19,F,C,18.725400787849892,0.8348731888745426,9.699766778200285,4,6.606062498431633,1
29,F,D,14.003596226212286,0.862806400824072,3.4019423748571054,4,0.8332009194157131,1
18,M,C,13.038722282385791,0.5958483461747628,6.3953132847402365,1,16.367034449626413,1
20,F,A,17.364253306363146,0.5280198067955673,1.8308215352592039,2,8.501983962669646,1
28,F,A,15.39691008591005,0.8221257034064633,15.523069678239567,3,12.651593439499369,1
24,M,A,14.092924070618457,0.7257505672876272,1.3492255516984741,3,12.047680120724777,1
21,M,E,13.00334020012366,0.6216186950192989,11.117647803405216,0,7.2468042459782245,1
25,M,E,12.99247481521819,0.5296418747355152,14.826797226633682,0,3.912998090500881,1
20,F,A,17.702491508858934,0.8779412494175032,14.78056993445422,2,7.604449080763748,1
27,F,D,18.61511182756096,0.9215324607154374,9.293959123152023,4,3.392237471968551,1
22,M,D,13.0131121294766,0.7971524392555029,1.2704820968301855,3,9.217677253825096,1
28,F,B,19.02158551650486,0.7330652538420394,16.029559474902282,0,7.478268636882833,1
21,M,B,15.815249838662789,0.6593147446641077,8.332406445798739,1,2.1800629197386745,1
29,F,A,19.19677783651781,0.7690881004651413,5.665621407930059,2,15.785435478234929,1
25,M,C,10.173166434691593,0.641630854782751,12.336067776456032,0,6.081555325913781,0
24,F,A,14.301919701669433,0.5083721732203345,2.2178530976810573,4,15.38664827284223,1
18,M,A,12.409752433390608,0.5354133161413817,0.09218729046386764,2,17.936578337434657,0
23,F,C,18.732973439702583,0.8528814045531397,6.264461717558949,1,14.941649776791902,1
21,F,B,15.193606390263959,0.6702490655497859,11.1165632919559,4,17.14351606090993,1
24,F,B,18.72493450427787,0.5066918915592673,7.137473805320913,2,2.5871510369300776,1
29,M,E,11.13621859304171,0.5599659269300837,8.807685697437133,4,0.28151987498864495,0
29,M,A,15.156286083240962,0.5699645889435463,18.96238972207896,2,4.253115310511801,1
23,F,A,12.752535203063143,0.5664207798495362,6.918887490497214,2,3.6233468015552828,1
23,M,C,15.748154920674004,0.7255551137036145,16.365057296844714,2,14.611740967563101,1
18,M,C,11.076690893367257,0.9661037558186971,15.688586179354004,0,18.95508666157397,1
24,M,B,19.620232261375158,0.8847329376476467,1.4627455957869984,1,19.153370660012268,1
27,M,A,19.962319068421976,0.8268822543202308,3.637431722017608,1,12.740619544795482,1
26,M,B,15.940736031210943,0.6362533805371187,16.298590649821847,1,9.947729049335015,1
29,M,B,11.706314821465375,0.5553857296941921,0.9279988242166248,3,12.21549868981971,1
18,F,E,18.042454837192995,0.6685485825205466,19.315996829495596,0,9.324237646087765,1
29,M,D,10.353835715707877,0.9873937582773034,19.118948200422345,0,2.6722337554043274,0
28,M,D,14.375271853272402,0.8870777988153706,7.061124223004955,1,18.52896489513036,1
27,M,D,19.16442374761405,0.671718952955003,5.903049975745431,2,14.394252940511876,1
18,F,E,15.891491871088151,0.8606052610434403,18.276859588990064,2,6.426605251390487,1
27,F,D,15.039535240956045,0.8724113881171538,5.432574720984114,3,14.637662424822576,1
19,F,D,12.269226174486867,0.9830312830296517,2.2954597202504656,1,8.649216318020638,0
21,M,B,15.623104900531981,0.9321895826901957,10.014687698608252,4,12.041220242818344,1
19,M,A,12.014477667059957,0.8492814820455667,17.277667106279758,3,19.993650565163787,1
26,M,E,10.078407029714366,0.8857402866438188,14.508548167698168,2,16.4584265003611,1
19,M,C,11.114956030041828,0.5966558563311875,17.76226276883213,3,2.2908033641058445,0
26,M,E,13.829832957145602,0.832393579206826,13.5898976239341,4,1.9875376327768768,0
28,F,B,10.13751140691028,0.5798922903414616,8.974842213283505,3,7.4434644731287865,0
27,F,C,15.418355478706829,0.8350951946971341,2.862826135416612,4,11.897197363180766,1
21,M,B,13.48599493296769,0.9132553273957866,17.846445436136072,3,9.342757012196472,1
18,M,D,15.350113530998778,0.8125936756051397,7.56200278048868,3,14.832593503556005,1
25,F,E,11.347760796296972,0.6898708987156468,14.148437201354273,2,16.982274471100077,1
22,M,D,16.75188484436807,0.8847988148440276,14.736311562098901,0,12.715051778147517,1
27,M,D,16.512254097720213,0.6154980988713492,0.6075369129416197,0,3.846445659584823,1
27,M,A,18.15329463190402,0.749805044533336,18.613529632485523,1,14.662456011601359,1
20,F,E,18.403806364068274,0.9283935577738891,6.271034020172115,4,4.885787313136348,1
27,M,B,10.666393215139452,0.7615500303662739,4.385070568372815,3,17.78208691975749,1
25,F,C,14.62212398385902,0.9387036510702447,8.19606766743419,1,17.123756115937624,1
22,F,A,11.76200350230308,0.5624966517043417,17.082580953122278,1,5.731682342071325,1
23,F,A,17.78651116447042,0.8577821303717312,1.996948705363426,2,19.436510238953254,1
18,F,D,12.538023247818472,0.592169440904009,18.439681654725895,2,18.04456990712972,1
27,M,E,11.437035959867544,0.9364805615276726,1.8055656666906117,1,15.910010279600623,1
29,F,D,17.567264282651735,0.6166250662285638,11.183296729969175,0,5.536973967247536,1
24,M,E,19.1476270104328,0.5446553360501336,18.872032330306638,2,16.490571147538798,1
29,M,B,10.251701280236311,0.9348649050748297,8.965103411061806,1,7.842301200923252,1
18,F,E,13.108410410824026,0.6317988303212063,1.493219313323042,1,2.406696695077335,0
28,M,B,10.33100552872294,0.864390247698581,15.67157170099237,2,7.076398596298368,1
22,M,C,17.593300641967645,0.9467580018623598,12.50722218372542,0,14.617761755730314,1
29,M,B,17.42774864498741,0.8200819695005128,11.924607967885102,4,2.6284183539105843,1
24,M,A,19.39304668678338,0.8030968620821657,5.332105809805714,3,0.5283936139601364,1
18,F,B,10.6317906657173,0.9848287744562905,14.418170811460975,1,17.91498796864895,1
20,M,B,16.0374334795696,0.6334750767374803,9.056541151363755,1,4.041401985713899,1
24,M,D,14.853645213412257,0.9101233622643801,9.748360819483555,0,17.472840398547863,1
20,M,C,14.860631316298718,0.8949488240884466,15.270000967113795,3,13.063278143420984,1
25,M,A,13.499614426060013,0.8552678956339919,15.479557905962832,2,9.894097108617718,0
25,F,D,10.078968867916021,0.9483915119380022,6.320289213441321,2,4.514124912085997,0
22,M,C,12.845075853756576,0.8771351456289267,13.252285768649932,1,17.586820467020143,1
24,M,A,10.211480413990724,0.5899135219417173,1.5484346227810497,1,17.0593403810442,1
18,F,C,17.94009241027702,0.5620946668084938,13.463848571086137,3,13.388225268460392,1
19,M,C,10.144860638051782,0.7407915370619063,9.772126558000485,4,1.7847529918039395,0
29,M,B,15.088138493198372,0.5045651638856736,14.509289983454604,2,10.60891298666406,1
18,M,A,10.05985342801528,0.8322473451044269,10.242231939670061,2,10.975511837783195,0
27,F,B,11.631037434347856,0.6139104029099911,14.592787691790924,0,18.95692827027953,1
19,M,C,14.444413918519938,0.7060337108896324,10.094501286538971,1,17.969945401112987,1
24,F,E,18.505950582218524,0.8296165636483083,17.838679693397197,1,5.514245943360829,1
25,F,D,17.951006059191585,0.7419212659755101,16.440500775169873,1,15.150184535283476,1
23,M,B,16.246650112494727,0.9743147737462116,9.157400359152108,0,6.519074621362719,0
22,M,D,12.045589070677684,0.767199759555523,2.151497512215117,2,3.1538391344479755,1
23,M,A,19.434247320356604,0.9465382581828805,14.414900223093067,2,15.112191795591807,1
23,F,C,17.53201417043735,0.7096220689322437,18.69182147751221,2,7.7789837360767145,1
18,M,D,11.81037852859685,0.8865792071525187,9.38690770846402,1,5.899661523089965,0
23,M,B,10.787856729554337,0.6329671707921518,13.310576345336628,3,8.667351803622234,0
29,M,C,10.509506075961506,0.533687522605548,19.19269269768779,2,6.602742722591048,1
21,M,C,10.03950296465063,0.6479779274909855,14.603246012975044,2,6.64768440570449,1
21,M,E,17.96077806030597,0.7745303728219397,3.2100944294979605,0,12.613262862895658,1
24,M,D,10.159880439572696,0.5699070830814814,2.575256077530781,3,15.597631900372669,0
27,M,C,14.349499591616542,0.7838732822384922,8.102029836531731,2,8.800076704114177,1
20,M,B,18.33062403027813,0.5980243353708523,8.671716125840707,2,3.9701426620713054,0
29,M,D,14.110386443371885,0.5320705868427209,16.75802815741713,4,12.43062252575233,1
21,M,E,19.60804179010149,0.8012606026669131,2.7994594049091526,3,15.03644775642149,1
20,F,E,15.021045188965719,0.654504492520459,6.910509888746583,0,18.671669070321066,1
29,F,A,15.585062975993859,0.8655578515387942,12.092139666768993,0,5.878470227175018,1
18,M,D,15.383023436292607,0.6368228647830826,17.59437464533922,3,7.893183480117994,1
24,F,E,15.85878929751554,0.9503040705248165,13.215632704257821,3,3.9665883815806025,1
27,F,A,12.541516390708093,0.9699553703681268,0.22147841577694116,2,11.1871965939584,0
27,M,C,13.418396190503618,0.556111995189969,4.0320852799429545,0,12.28293619980346,1
24,F,D,10.56279980419433,0.5941690084534925,19.170331789479476,1,15.169463759822065,1
27,F,C,18.934283120241933,0.8980370038638467,2.068836841081012,1,16.072062618527653,1
18,F,A,11.544701954669277,0.6392174009949863,18.880301194426984,1,5.0455607385691215,0
21,F,E,15.7521424153361,0.565651510974426,15.070408110643692,2,7.370677866814404,0
20,M,D,18.13683494216342,0.8283685082393584,13.309727893471749,3,9.944332829454492,1
28,F,B,15.952771715790494,0.5515584356713369,18.220700656663514,0,10.977110276373187,1
23,M,C,17.190322913175947,0.5493342075694635,9.223290798866795,0,15.802693694060007,1
27,F,C,18.318237939443062,0.6309937142861528,0.00875766203987327,3,3.45729738916283,0
29,F,E,12.510113963202354,0.5383590676378809,3.734936166021503,3,18.76358886002516,1
24,M,C,13.900925863506297,0.9033095651522945,7.483142211388469,3,2.822548011494823,1
20,F,A,18.681047679642692,0.6850229285453263,0.5435760699296632,4,6.883484737335575,1
27,M,A,16.46730881923995,0.72300954402897,18.822914208488427,1,19.952650493549015,1
28,F,A,10.99680512502242,0.9935207799654535,10.673218022269896,1,16.918053183221605,1
24,F,C,19.908030061232743,0.8011478539450085,1.6207739915107378,3,12.542385547640729,1
26,M,C,11.884364990832248,0.7036902600022931,11.094225362228391,4,17.28334360182537,1
28,F,D,17.424735861473795,0.8400421148052921,1.1527948750144867,0,12.31183918910779,1
20,M,A,13.903534376976365,0.7226117311473519,7.255067604753296,4,4.496933956619484,1
19,F,D,10.456002493328771,0.8133561150632097,5.615269518425849,1,11.316411481445945,1
23,M,C,18.368034496006757,0.5513949999372547,1.119546811851131,3,4.901890616778752,0
29,F,E,11.180889289808484,0.587752609902704,4.579549931987826,0,4.262986056861877,1
20,M,B,15.20123545251359,0.5381358228170112,2.1375134336415336,1,4.3511672457209265,0
18,M,D,11.173446691887444,0.7679258774414454,10.363774436882956,1,17.297002952352305,1
18,F,E,15.297409117934013,0.7772453153025083,7.70855214869184,1,11.551587339983234,1
27,M,D,10.673233618266075,0.534150921463426,1.1341703228028943,4,13.70586172867097,1
22,M,E,19.68701483048313,0.848263599797491,8.148869366550874,0,19.749786795079597,1
21,F,A,17.89123315389078,0.7298245988779546,14.620018008916905,4,12.52479614814691,1
28,M,A,14.500683928612375,0.7390731174643833,2.8039957453756936,4,6.5979452874205125,1
21,M,E,12.427316750239596,0.7656669850168775,18.148961664731992,1,5.415492522392835,0
21,F,B,14.385011683816257,0.9496234277037847,11.688429007092765,3,7.976735164419521,1
28,M,E,13.823376463767998,0.6929917947055427,1.535985356345464,0,16.80676783247293,1
24,F,A,14.950395010045149,0.536106856951793,19.199946919609317,0,15.42922870297286,1
28,M,D,13.906340566889417,0.5127533617000429,15.568799445534935,4,7.553854484057196,0
19,F,C,11.486512250482171,0.5322590426875606,5.997216382514379,1,1.8476381789490626,0
27,F,A,19.481388661381715,0.5506842948272628,15.784774713785385,4,13.346880308595921,1
26,M,E,14.440115134924856,0.609816076578195,16.216082710164223,2,11.376509339462178,1
22,F,C,14.24835714044201,0.8122350516848027,10.485125716224957,4,17.544009130438276,1
28,F,D,11.35902417037871,0.504237183574988,10.662874790531106,1,17.671543673225614,1
23,F,B,19.475894249905505,0.5370364792792388,17.057867043857495,2,18.947871179088423,1
23,M,D,13.795385790472242,0.8302686353564703,12.41652444216099,4,11.36484268958726,1
23,F,B,16.10636893449341,0.8459847735306801,19.568248561321496,3,12.37208334796819,1
23,M,E,11.25945208918684,0.8837084216433815,13.09667148216597,0,14.114252615824467,1
19,M,D,13.93858444845796,0.5150845189558109,7.452723482276724,1,12.034773230039622,0
28,F,D,11.74432688931023,0.8802538379786758,15.9793761666748,1,16.61761435072036,1
28,M,A,10.60040790054974,0.708402835568076,19.558049858300794,1,9.590566371075127,1
23,M,C,10.524903633907318,0.7002222157225351,8.25854731009204,2,14.248855451563383,1
18,M,B,15.363827019276126,0.6791498389584893,11.836151606099248,0,11.830709129907348,1
19,F,D,16.993944729683808,0.6493504273912057,12.934814014569717,1,16.966591736920126,1
25,M,D,14.277498261902574,0.6303895373322497,13.9718328037766,1,0.061845163788263324,1
28,F,B,14.797462223778009,0.9367488059862369,10.91023269706638,2,9.519235496039244,1
26,M,B,11.652863731451562,0.5374603048346519,10.184732513635396,3,8.608509435744425,1
23,F,B,19.44124543220661,0.7239721918933861,17.53897219086256,1,12.383018945676811,1
18,M,D,13.262890854110147,0.982933941171935,19.338027866041408,0,18.198550046203803,1
28,F,C,10.214023662083656,0.7274688983501394,4.448384705058832,0,17.610932500194835,1
20,M,E,17.58570717258324,0.5838374038546674,9.266551943865027,2,3.8624702621568185,1
19,M,B,11.155570267751305,0.9895235490412265,4.610157671808908,2,15.932894083388371,1
25,F,A,11.51677150755733,0.800168444060323,15.154623889668136,1,15.53767513353744,1
24,F,D,17.41602411871014,0.5123436255495071,4.681604864851936,4,9.595884247251174,1
19,F,B,11.800440143825377,0.8267297070565833,12.92811863946865,3,11.17809708219953,1
23,M,E,14.771397847617862,0.8061898324291733,19.533996313545398,4,14.265631016026498,1
19,M,A,10.918699827627446,0.5629366766560857,10.339088025072963,4,19.68745021991929,1
27,F,E,10.956299089083869,0.5520645918557593,7.933801534397986,4,2.723201038213783,0
25,M,B,14.506728921906705,0.9300341703588937,1.0463904159054915,1,7.30295160057318,0
29,F,B,14.167911010729512,0.8822282521399805,0.6558453947613252,0,1.6422944874714096,1
29,F,B,14.915238624423036,0.6925587367416205,15.177538479143134,4,1.085591876187979,0
18,F,A,13.703921250701034,0.8374967956158976,3.566043800970222,3,11.571743069241665,1
19,F,A,12.243171423159836,0.7576716822286427,13.933786603915113,3,14.544966252525594,1
18,F,D,14.649357859544619,0.6469952128931489,7.925529874927449,2,13.776744992342028,1
21,F,B,10.660421883689246,0.6784308257800191,4.84510630114946,2,11.63899273406287,1
27,F,C,12.295863834440352,0.9495002278464757,16.089373751767614,0,13.801485673825443,1
24,M,A,14.915251609492653,0.6327732643071899,16.64094728744963,0,10.729827526528151,1
29,F,C,16.070279333439988,0.9708912872818392,14.323903110924006,3,10.407160918509096,1
29,M,D,10.136748558608712,0.7741561274340316,4.353609356278243,2,18.25159310663826,1
19,M,E,17.732380627262245,0.9471333209557673,10.81345847572303,0,14.701243336768,1
18,M,C,11.494437838164213,0.859339023677941,16.420274043546456,1,6.5740984233034006,1
22,M,C,19.472399693952745,0.9843100622640143,12.837754053236047,0,5.288368078503036,1
22,F,B,10.176747498218447,0.5922288567386105,12.6161448949017,4,15.441657862007842,1
19,F,D,18.54503018911968,0.923162824487987,8.538491172749739,2,6.598474662292109,1
22,M,D,10.983015685665698,0.6633788221395132,6.266149884293791,1,14.847391674587627,1
28,M,A,11.005859794397297,0.6099326397644723,5.698283261580707,3,10.667944370226031,1
27,F,A,11.905904920973502,0.5593228696963015,9.109370738553473,4,11.339845578441071,1
19,F,B,17.593991997735277,0.9062839533600788,14.485893003791572,1,12.799154798142178,1
28,M,B,12.232251892554487,0.9426728826350179,17.774659240163025,3,8.69085073623898,1
26,F,C,11.436199539978738,0.6954609315177783,19.932925877455364,0,10.5059384811723,0
26,M,B,19.15008272665252,0.6291603601379099,7.502164307751529,2,13.735335829017867,1
23,F,B,15.122282424312282,0.5888070579174133,10.593316405163527,2,4.047223362145944,1
21,F,E,14.721608117834968,0.6199258260620448,4.9105230314012545,1,1.3574415068903067,1
29,F,E,14.976265947778469,0.5208449228697817,14.120424093153655,4,16.082982002734376,1
23,F,E,18.036658054117908,0.6362700353325388,13.929428322783723,4,6.271132200022018,1
27,M,A,17.092101673840567,0.5904832583571807,6.003968761182222,2,2.8131440355521065,1
27,F,C,13.459882033820247,0.9469706926721875,10.114168509738825,2,4.8139437091161525,1
20,M,C,16.759864283493705,0.857674442326237,0.9370632538163437,4,9.484918697031056,1
25,F,D,19.341956833513642,0.5599471787247248,19.683372574914085,1,17.398358442057397,1
24,F,D,11.184704769865371,0.5239554508218572,13.72697557561368,2,18.85317456425663,1
28,M,E,19.1345076548143,0.5314245912480001,4.3005015734879155,1,2.0502694273384114,0
24,F,A,10.71833714596449,0.7004741302206438,7.207986208150383,0,0.20119125660307047,0
27,F,B,16.482239330947685,0.616387374534314,14.358469614834826,3,7.947130221626746,1
22,F,B,10.026614135194796,0.9512262068875141,0.6675526987606806,0,17.905902066609222,1
26,F,D,13.273852980954828,0.6709808714642053,0.9396921337639186,2,13.911851904665774,0
18,F,C,19.31067510035891,0.8187247908171735,9.282563191639463,4,6.122110862908783,1
25,F,C,19.49176128937506,0.9462899223700073,10.42647806006235,2,7.235172975091048,1
25,M,D,17.341901121312976,0.8453970481224797,14.138591026205997,3,11.538370710284738,1
23,M,D,18.47785797167247,0.7323607601631754,19.872621804088805,4,19.304919229988407,1
19,M,E,11.327242818888383,0.9522644245264353,10.316265260144185,2,15.373779578041752,1
20,F,A,16.0273580360219,0.8608685011765522,6.094076922463989,3,14.001893159688505,1
24,F,C,19.622124118509458,0.7543476613472753,5.82608302101513,4,6.29826756202095,1
18,M,B,10.704539727979029,0.7625823849245157,9.792111875633264,4,14.998486715826191,1
27,F,C,15.143973358203974,0.6075028364749131,8.37151906316583,1,16.44434141689415,1
27,F,D,19.76612615118213,0.7996028857225923,8.848836601999759,0,3.0268411453976007,1
20,F,A,11.331621608582138,0.9625041977344833,3.6381760789473105,2,15.114110100567714,1
25,F,D,10.043753139423453,0.5843569205757211,18.252358529638066,0,4.275779705017497,0
27,F,C,11.88550796833741,0.7114732839343036,18.115707906383335,0,3.1186863476008164,0
23,F,E,13.311312139851118,0.5057366713085296,19.35777375014447,4,10.950558277198292,1
18,F,E,14.126198473397347,0.546958391345668,17.72207049016663,3,10.036547217446849,1
26,F,D,18.810962812158557,0.63483219247974,18.734107278583096,2,8.724673648534553,1
21,M,D,19.648423242503853,0.968090281020427,13.962042484531532,4,7.671968271791874,1
29,M,B,13.764754771431,0.7657330914387973,0.21140525566609725,0,4.1854539975577225,1
28,F,B,14.223470825703707,0.8263141268568578,10.830784205335604,4,10.388297710345899,1
22,F,C,18.161271663577715,0.9854985555111857,11.55915798762457,1,3.086858458056987,1
24,F,A,17.043794552940277,0.6491766480890759,1.8830759165526834,0,10.656339981250515,1
28,M,A,11.870669122993524,0.943087802579829,18.952518738919963,1,15.60729181390915,1
29,F,C,15.316705365031964,0.9589502320442043,1.365025267790827,1,11.0665408022012,1
23,F,D,11.790682100092013,0.5060050922385692,2.0328997833307394,3,12.752320943889954,1
23,M,B,12.660404796783041,0.5526138388008834,9.799967463853276,3,4.422292157435352,1
21,M,E,11.026176766477633,0.9370078926075733,1.1587217335952116,0,8.142601631153186,1
20,F,B,10.130264128339913,0.8402244525384572,12.88225151380244,2,18.39801838596604,1
25,M,C,12.55661902043705,0.8532474154265068,5.330848394705551,4,17.464062177078134,1
21,M,D,13.079251071772505,0.6559666967436001,7.296494555675546,0,11.321338601601887,1
26,M,C,11.963478295320646,0.9354581475576547,16.90691739470313,3,1.5867889846288419,0
28,F,C,19.150332998400103,0.8894143595528161,18.457286952192472,4,2.1278492227074386,1
19,M,A,11.139431617707029,0.8609000365912478,9.472539723983529,0,12.730469135762107,1
24,M,D,16.297920272008966,0.7633712748280431,16.484043605792728,4,9.001370740171149,1
29,M,C,16.97595838695112,0.6108241081587787,15.392166289595535,2,0.2847905744789947,1
27,F,B,15.096441373960555,0.6829137081120842,10.695955847912087,3,10.934808705798243,1
26,M,E,16.142697527906662,0.8117390827913266,8.108897062321802,3,9.135714278840307,1
24,M,A,10.972119997441338,0.7469842651665664,17.610916400448964,3,18.7976187981374,1
25,F,A,11.907075136114857,0.9957735339732005,4.540846675045119,4,7.914897641237912,1
19,M,C,17.374017093070336,0.8026695254520511,12.719508362728707,0,14.648067193352363,1
24,M,E,10.130000934583654,0.7218386595566442,9.531291363902941,0,11.73273771368899,0
21,M,B,15.09814923432235,0.7652210044537109,19.15118412572319,1,15.414309390299959,1
24,M,D,12.694878046975115,0.9118201105666686,3.0559829189852827,1,18.478719249692382,1
26,F,D,16.372886540795665,0.791139281168793,12.553855093952706,4,17.962183247257446,1
18,M,E,19.94512597645943,0.9741594338345642,14.632679251835851,1,13.331558078519304,1
26,F,D,17.937630878519307,0.8567357132362081,9.533973816382789,4,18.591203867320647,1
20,F,A,12.833984922302214,0.5423934567845817,1.3259138777555912,0,16.328370413033287,1
29,M,A,19.578249757656287,0.5301818126901268,9.166404401860323,0,7.5682306301959805,1
20,F,C,17.742768045898966,0.8375182167100929,9.760182795449559,1,13.66250497596071,1
28,M,D,12.925766130712145,0.6834619003765885,13.213224723841478,4,4.12238732538272,1
20,F,B,12.578333413197903,0.5329591762043522,15.531844580323448,4,9.9864280042747,1
25,F,B,19.11312737632435,0.9806807599057226,5.384834000283076,3,16.06809148241886,1
24,M,D,11.673022796931958,0.664866826015719,17.30538789687033,3,5.242197848017726,1
20,F,E,15.142519640438552,0.9868457184177358,15.664855609485368,0,15.45131191428708,1
27,F,D,14.63712688077228,0.7372833171948266,9.354437393651711,2,9.25631573330998,1
29,F,E,17.82679868180565,0.8874021275733708,13.98803756076524,4,0.873127877345834,1
27,F,C,13.04490192097001,0.9429984278761663,9.585656751642224,4,11.683752413297206,1
23,M,B,16.614240518243754,0.8961511446216228,15.28138148587952,0,0.6971344486970366,0
22,M,D,17.675074903766784,0.7384859783321587,5.825134501007967,0,7.351417592315985,1
28,M,E,19.95675366405967,0.9735386460855702,2.963872283732325,2,12.982760804784355,1
18,M,A,16.876645991775106,0.5653176110224714,15.558619030617049,1,1.8837506590117337,1
21,M,D,17.204614189919138,0.5031165146008612,18.452274076757295,4,13.230096869452119,1
